epoch,accuracy,loss,val_accuracy,val_loss
26,0.9391789436340332,0.1713748276233673,0.7722095847129822,0.7087852954864502
27,0.9346173405647278,0.1812039315700531,0.785876989364624,0.6496891975402832
28,0.9386720657348633,0.1681930422782898,0.7813211679458618,0.6606315970420837
29,0.9389255046844482,0.17002499103546143,0.8086560368537903,0.6420156955718994
30,0.9406994581222534,0.1603059619665146,0.8154897689819336,0.6111519932746887
31,0.9427267909049988,0.1538405567407608,0.8246013522148132,0.6688299179077148
32,0.9510897397994995,0.14001014828681946,0.8086560368537903,0.6812141537666321
33,0.9521033763885498,0.13702280819416046,0.8132118582725525,0.6791823506355286
34,0.9564115405082703,0.11977124214172363,0.8132118582725525,0.6619396209716797
35,0.9498226046562195,0.1319126933813095,0.8109339475631714,0.6807170510292053
36,0.9543842077255249,0.12469040602445602,0.8063781261444092,0.6770811080932617
37,0.955144464969635,0.12254049628973007,0.8154897689819336,0.749520480632782
38,0.9599594473838806,0.11242230236530304,0.7972665429115295,0.808174192905426
39,0.9584389328956604,0.11816714704036713,0.7813211679458618,0.7798339128494263
40,0.9581854939460754,0.11081276088953018,0.8086560368537903,0.7330724000930786
41,0.9556512832641602,0.11805255711078644,0.8063781261444092,0.6996538043022156
42,0.9640141725540161,0.10650797188282013,0.7949886322021484,0.8232266306877136
43,0.963253915309906,0.10447406023740768,0.8063781261444092,0.7747220993041992
44,0.963507354259491,0.09989486634731293,0.8246013522148132,0.6876813769340515
45,0.9665483832359314,0.09656014293432236,0.8086560368537903,0.7044779658317566
46,0.9655347466468811,0.09927906841039658,0.8177676796913147,0.6487627625465393
47,0.9678155183792114,0.08798869699239731,0.7949886322021484,0.8100418448448181
48,0.9683223366737366,0.08575142920017242,0.7972665429115295,0.8285877108573914
49,0.9609731435775757,0.09667683392763138,0.7995443940162659,0.7566267848014832
50,0.963507354259491,0.09861204773187637,0.7813211679458618,0.7815423011779785
51,0.9655347466468811,0.09858211874961853,0.8177676796913147,0.6890711188316345
52,0.9675620794296265,0.09235445410013199,0.8041002154350281,0.8502252101898193
53,0.9718702435493469,0.08141918480396271,0.801822304725647,0.7865839600563049
54,0.9680689573287964,0.08803435415029526,0.7949886322021484,0.8528357148170471
55,0.9668018221855164,0.09204365313053131,0.8268792629241943,0.749954342842102
56,0.9657881259918213,0.09231939166784286,0.7904328107833862,0.8642738461494446
57,0.9685757756233215,0.08649227023124695,0.801822304725647,0.8645476698875427
58,0.973137378692627,0.07257851958274841,0.8109339475631714,0.7372502684593201
59,0.9723770618438721,0.0772794783115387,0.7767653465270996,0.7997587323188782
60,0.9784591794013977,0.06515669077634811,0.8154897689819336,0.7422808408737183
61,0.9657881259918213,0.08431638032197952,0.8223234415054321,0.7245503664016724
62,0.9746578931808472,0.0744999572634697,0.8223234415054321,0.7069235444068909
63,0.9759249687194824,0.06616877019405365,0.7949886322021484,0.8034104704856873
64,0.9741510152816772,0.06933220475912094,0.8268792629241943,0.70083087682724
65,0.9744044542312622,0.06658817082643509,0.8041002154350281,0.8116496801376343
66,0.9741510152816772,0.0679527297616005,0.8359909057617188,0.685543954372406
67,0.9759249687194824,0.06221381574869156,0.8086560368537903,0.8122396469116211
68,0.9776989221572876,0.06063379347324371,0.8109339475631714,0.8556556105613708
69,0.9771921038627625,0.06668198853731155,0.8405466675758362,0.7550203800201416
70,0.9759249687194824,0.06668900698423386,0.8337129950523376,0.6507222652435303
71,0.9769386649131775,0.0644417479634285,0.8246013522148132,0.764556884765625
72,0.9761784076690674,0.06657940149307251,0.8246013522148132,0.7215082049369812
73,0.9794728755950928,0.06159140542149544,0.8246013522148132,0.6621987819671631
74,0.9759249687194824,0.06332206726074219,0.8268792629241943,0.7015016078948975
75,0.9736441969871521,0.07062467187643051,0.820045530796051,0.8044822812080383
76,0.9789660573005676,0.0572177916765213,0.8428245782852173,0.7106178402900696
77,0.9820070862770081,0.0500798374414444,0.820045530796051,0.7875197529792786
78,0.9804865717887878,0.05788859724998474,0.8268792629241943,0.6948362588882446
79,0.972883939743042,0.0649162083864212,0.8314350843429565,0.7701173424720764
80,0.9766852259635925,0.05681664124131203,0.8451024889945984,0.755277693271637
81,0.9759249687194824,0.061051882803440094,0.8382688164710999,0.7551586627960205
82,0.9782058000564575,0.049691032618284225,0.8177676796913147,0.8212631344795227
83,0.9820070862770081,0.04854394495487213,0.8337129950523376,0.7458924055099487
84,0.9779523611068726,0.05407855287194252,0.8246013522148132,0.7485153675079346
85,0.9789660573005676,0.05598029866814613,0.8223234415054321,0.7998639941215515
86,0.9807400107383728,0.05287548527121544,0.8132118582725525,0.8956989049911499
87,0.9792194366455078,0.05179448053240776,0.8154897689819336,0.8182148337364197
88,0.9784591794013977,0.05291180685162544,0.8268792629241943,0.859930157661438
89,0.9804865717887878,0.054766833782196045,0.8246013522148132,0.8558191657066345
90,0.9802331328392029,0.0515979565680027,0.820045530796051,0.7640030980110168
91,0.9845412969589233,0.043489549309015274,0.8291571736335754,0.8435117602348328
92,0.9815002679824829,0.0501101128757,0.8223234415054321,0.8288410305976868
93,0.9840344786643982,0.044831980019807816,0.8109339475631714,0.908755362033844
94,0.9830207824707031,0.05145083740353584,0.8132118582725525,0.9991934299468994
95,0.9792194366455078,0.054902948439121246,0.8223234415054321,0.8754656910896301
96,0.9820070862770081,0.04351387172937393,0.7927107214927673,1.0186463594436646
97,0.9756715893745422,0.05772697553038597,0.8154897689819336,0.9260745644569397
98,0.9830207824707031,0.041032951325178146,0.8132118582725525,0.8085907697677612
99,0.9832742214202881,0.04072210192680359,0.8246013522148132,0.7552927732467651
